fName,metaCleanId
Christopher Nolan,2667
Danny DeVito,2668
Tony Gilroy,2669
Milcho Manchevski,2670
Dana Brown,2671
Paul Schrader,2672
Kevin Munroe,2673
George Gallo,2674
Raphael Alvarez,2675
Wonsuk Chin,2676
Katy Chevigny,2677
D.J. Caruso,2678
Taika Waititi,2679
Bill Jersey,2680
Nick Park,2681
Alastair Fothergill,2682
Robert Stone,2683
Dave Green,2684
Wash Westmoreland,2685
Chris Ordal,2686
Goro Miyazaki,2687
Kyle Patrick Alvarez,2688
Damien O'Donnell,2689
Emilia Menocal,2690
Robin Campillo,2691
David Cronenberg,2692
Jane Weinstock,2693
Will Gluck,2694
Daniel Espinosa,2695
Babak Najafi,2696
Stephan Elliott,2697
Ryan Murphy,2698
Thorsten SchÃƒÂ¼tte,2699
Andrew Rossi,2700
Scott Abramovitch,2701
Christopher Dillon Quinn,2702
Q. Allan Brocka,2703
Phillip J. Bartell,2704
James Bolton,2705
Andrew Slater,2706
Dexter Fletcher,2707
Boris Rodriguez,2708
Declan Recks,2709
Megan Griffiths,2710
Mia Hansen-LÃƒÂ¸ve,2711
James Watkins,2712
Martin Campbell,2713
Doug Liman,2714
Rob Connolly,2715
Simon Hunter,2716
Stuart Gordon,2717
Richard Laxton,2718
Marianna Palka,2719
Frank Marshall,2720
Seth Kearsley,2721
Ellory Elkayem,2722
Bo Burnham,2723
Peter Greenaway,2724
Luis Ortega,2725
Pablo Trapero,2726
Gereon Wetzel,2727
Vince Gilligan,2728
LeÃƒÂ³n Ichaso,2729
Ben Bray,2730
Stephen Purvis,2731
ÃƒÂlex de la Iglesia,2732
Gonzalo Justiniano,2733
Amalia Ulman,2734
Chiemi Karasawa,2735
Jiang Xiao,2736
Rebecca Thomas,2737
Isabel Coixet,2738
Rob Bowman,2739
Sebastian Gutierrez,2740
Andrei Zvyagintsev,2741
Petra Costa,2742
Gus Van Sant,2743
Mark Linfield,2744
Anne Buford,2745
Michael Selditch,2746
Jon Favreau,2747
JosÃƒÂ© Padilha,2748
JosÃƒÂ© Padilha,2749
Sebastian Gutierrez,2750
Shekhar Kapur,2751
Cameron Crowe,2752
Tommy O'Haver,2753
Paul Verhoeven,2754
Malgorzata Szumowska,2755
Scott Coffey,2756
Petter NÃƒÂ¦ss,2757
Jennifer Westcott,2758
Michael Radford,2759
Marcos Carnevale,2760
Jon Spira,2761
Sam Irvin,2762
Liza Johnson,2763
Neill Blomkamp,2764
Pablo LarraÃƒÂ­n,2765
Nick Sarkisov,2766
Ciro Guerra,2767
Michael Thelin,2768
Andrew Molina,2769
Carl Bessai,2770
Autumn de Wilde,2771
Lisa Lax,2772
Amie Siegel,2773
Peter Webber,2774
Franc. Reyes,2775
Christina Yao,2776
Greg Coolidge,2777
Jim McKay,2778
Ole Christian Madsen,2779
Pernille Fischer Christensen,2780
Byron Howard,2781
Kevin Lima,2782
Michael Pearce,2783
Werner Herzog,2784
Elfar Adalsteins,2785
Jim Fields,2786
Lucio Castro,2787
Jim Hanon,2788
David Ayer,2789
Gavin Hood,2790
Drake Doremus,2791
Shana Feste,2792
Alejandro Jodorowsky,2793
Roger Michell,2794
Peter Hyams,2795
Sonia Kennebeck,2796
Denis Villeneuve,2797
Jean-Jacques Annaud,2798
Anders ÃƒÂ˜lholm,2799
Mark Gill,2800
Michael Apted,2801
Harry Bradbeer,2802
Michael Apted,2803
Nicole Holofcener,2804
Alex Gibney,2805
Jason James,2806
Victor Teran,2807
Gaspar NoÃƒÂ©,2808
Rick Alverson,2809
Doug Ellin,2810
Barry Levinson,2811
Jonathan Demme,2812
Chris Wedge,2813
Aaron Seltzer,2814
Hubert Sauper,2815
Drake Doremus,2816
Kurt Wimmer,2817
Meera Menon,2818
Stefen Fangmeier,2819
Philipp StÃƒÂ¶lzl,2820
Steven Soderbergh,2821
Doris DÃƒÂ¶rrie,2822
Benjamin Renner,2823
Kar Wai Wong,2824
Kazuki Akane,2825
Matthew Heineman,2826
Callan Brunker,2827
Francis Annan,2828
Randy Moore,2829
Mikael HÃƒÂ¥fstrÃƒÂ¶m,2830
Adam Robitel,2831
Adam Robitel,2832
Andrea Weiss,2833
Michael Almereyda,2834
Andrea Di Stefano,2835
RÃƒÂ©gis Wargnier,2836
Arnaud Desplechin,2837
Federico Sanchez,2838
Craig Roberts,2839
Michel Gondry,2840
ChloÃƒÂ© Zhao,2841
Quentin Lee,2842
Roger Mainwood,2843
Nils Tavernier,2844
Michael Clancy,2845
Lisa Langseth,2846
Shinji Aoyama,2847
SebastiÃƒÂ¡n Cordero,2848
Alec Berg,2849
David Dobkin,2850
Teemu Nikki,2851
Marcie Begleiter,2852
Tom Shadyac,2853
Hideaki Anno,2854
Bruce Beresford,2855
Mark Rydell,2856
IcÃƒÂ­ar BollaÃƒÂ­n,2857
Lajos Koltai,2858
Baltasar KormÃƒÂ¡kur,2859
Enid Zentelis,2860
Jan Troell,2861
Joe Lynch,2862
Vaughn Stein,2863
Richard Levine,2864
Michael Sucsy,2865
Tom Roberts,2866
Adam Del Deo,2867
Amy Berg,2868
Wim Wenders,2869
Ana Piterbarg,2870
Asghar Farhadi,2871
Rahul Bose,2872
Richard Linklater,2873
Jason Todd Ipson,2874
Ramez Silyan,2875
Dominique Deruddere,2876
Kirk Jones,2877
Dan Gillespie Sells,2878
Michael Winterbottom,2879
Chris Metzler,2880
Maren Ade,2881
Christopher Reeve,2882
Stella Meghie,2883
Liev Schreiber,2884
Dan Rush,2885
Marc Forster,2886
Paul Fox,2887
Olatunde Osunsanmi,2888
Mikael HÃƒÂ¥fstrÃƒÂ¶m,2889
Fede Alvarez,2890
Elan Dassani,2891
Ivan Reitman,2892
Lucile Hadzihalilovic,2893
Alexander Poe,2894
Frederick Wiseman,2895
Alex Garland,2896
Astra Taylor,2897
Ric Klass,2898
Joanna Hogg,2899
Johnnie To,2900
Eduardo SÃƒÂ¡nchez,2901
Jonas Alexander Arnby,2902
Banksy,2903
Andrzej Bartkowiak,2904
Ridley Scott,2905
Renny Harlin,2906
Daniel Dencik,2907
Nathan Frankowski,2908
Michael Almereyda,2909
Cecilia Miniucchi,2910
Mark Webber,2911
Philip Rosenthal,2912
Beth B.,2913
Enda Loughman,2914
Mike Judge,2915
Sam Hargrave,2916
Tom Vaughan,2917
Raul Garcia,2918
Nacho Vigalondo,2919
Colin Minihan,2920
Christian Duguay,2921
Stephen Daldry,2922
Joe Berlinger,2923
Gavin Hood,2924
Stephan Elliott,2925
Haim Tabakman,2926
Newton I. Aduaka,2927
Justin Lin,2928
Ousmane Sembene,2929
Bertha Bay-Sa Pan,2930
AgnÃƒÂ¨s Varda,2931
Bob Connolly,2932
Ferzan Ozpetek,2933
George Hickenlooper,2934
Bent Hamer,2935
Michael John Warren,2936
John Turturro,2937
Carlos Saura,2938
Michael Moore,2939
Michael Moore,2940
Tom Dey,2941
Doug Liman,2942
Tom O'Brien,2943
Viggo Mortensen,2944
Luc Bondy,2945
John Lee,2946
Kevin Tancharoen,2947
Laura Steinel,2948
Arthur Dong,2949
Daniel Burman,2950
Werner Herzog,2951
Benjamin Epps,2952
Christian-Jaque,2953
Kyle Newman,2954
Daniel Auteuil,2955
Don Hahn,2956
David Yates,2957
David Yates,2958
Tim Story,2959
Josh Trank,2960
Tim Story,2961
Louis Schwartzberg,2962
Wes Anderson,2963
Todd Haynes,2964
David Oelhoffen,2965
Thomas Vinterberg,2966
Rachel Dretzin,2967
Brad Bernstein,2968
Christian Carion,2969
Ekwa Msangi,2970
Yael Reuveny,2971
BenoÃƒÂ®t Jacquot,2972
Kristin Canty,2973
Adewale Akinnuoye-Agbaje,2974
Carlos Sandoval,2975
James Moll,2976
Klaus Menzel,2977
Christian Braad Thomsen,2978
Julia Hart,2979
Justin Lin,2980
Amos Kollek,2981
Richard Linklater,2982
Justin Lin,2983
Justin Lin,2984
David Leitch,2985
Jonathan Hock,2986
Mark Neale,2987
George Tillman Jr,2988
Joel Zwick,2989
Catherine Breillat,2990
Ash Christian,2991
Matthew Lillard,2992
Peter Sullivan,2993
Deon Taylor,2994
Lajos Koltai,2995
Aleksandr Sokurov,2996
Lawrence Sher,2997
Trent Cooper,2998
Mia Hansen-LÃƒÂ¸ve,2999
Catrin Einhorn,3000
Paul Weitz,3001
Gabriele Muccino,3002
Drew Xanthopoulos,3003
Philippe Faucon,3004
Marco Pontecorvo,3005
Eshom Nelms,3006
Janet Tobias,3007
Riley Stearns,3008
Aleksandr Sokurov,3009
Jeff Zimbalist,3010
Hal Hartley,3011
Jessica Beshir,3012
Alain Corneau,3013
Leigh Janiak,3014
Leigh Janiak,3015
Leigh Janiak,3016
Nicolas Winding Refn,3017
William Malone,3018
Ronny Yu,3019
John Gulager,3020
Robert Benton,3021
Robert Tinnell,3022
Stephanie Soechtig,3023
Alejandro Chomski,3024
Arthur Jones,3025
Alain Gomis,3026
Maxime Giroux,3027
Damian Pettigrew,3028
Ric Roman Waugh,3029
Matthew Saville,3030
Jason Banker,3031
Brian De Palma,3032
Denzel Washington,3033
Carlos Saldanha,3034
Christopher Felver,3035
Bob Smeaton,3036
Henry Jaglom,3037
Shundell Prasad,3038
Alex Winter,3039
Claudia Llosa,3040
Bobby Farrelly,3041
Max Lewkowicz,3042
Estela Bravo,3043
Andrew Currie,3044
Griffin Dunne,3045
Mitra Farahani,3046
Kari Skogland,3047
Gulshat Omarova,3048
James Foley,3049
James Foley,3050
Michael Tiddes,3051
Sam Taylor-Johnson,3052
Amir Bar-Lev,3053
Dito Montiel,3054
Terry Sanders,3055
Eddie O'Flaherty,3056
Stephen Merchant,3057
Michael Tucker,3058
Rama Burshtein,3059
Michael D. Olmos,3060
James Westby,3061
Jean-Luc Godard,3062
Paul McGuigan,3063
Tony Zierra,3064
Jon S. Baird,3065
Madonna,3066
Campbell Scott,3067
Luke Holland,3068
James Wong,3069
David R. Ellis,3070
James Wong,3071
Steven Quale,3072
Hironobu Sakaguchi,3073
Stanley Tucci,3074
Scott Mann,3075
Miguel Sapochnik,3076
Sidney Lumet,3077
Bryan Carberry,3078
Peter Tolan,3079
Julie Davis,3080
Andrew Stanton,3081
Paula Heil Fisher,3082
Alex Gibney,3083
Gus Van Sant,3084
Patrick Takaya Solomon,3085
Andrew Stanton,3086
Marc Forster,3087
Jude Weng,3088
Ryan Suffern,3089
Mark Steven Johnson,3090
Charlie Siskel,3091
Brian Baugh,3092
Richard Loncraine,3093
Justin Lin,3094
Gianfranco Rosi,3095
Dylan Mohan Gray,3096
Oliver Laxe,3097
Clive Oppenheimer,3098
Jasmin Mozaffari,3099
Chris Bradley,3100
Will Gluck,3101
Jawed Wassel,3102
Dennis Lee,3103
Todd Holland,3104
Richard Loncraine,3105
Akiyuki Shinbo,3106
Asghar Farhadi,3107
Kelly Reichardt,3108
Darren Knapp,3109
Forest Whitaker,3110
Kemp Curly,3111
Steven C. Miller,3112
Matteo Garrone,3113
Takashi Miike,3114
Damien Chazelle,3115
Olivia Newman,3116
Christopher Menaul,3117
Bess Kargman,3118
Paul Schrader,3119
Mark Fergus,3120
David E. Talbert,3121
Angelina Jolie,3122
Andrea Arnold,3123
Brian Austin Green,3124
Chris Foggin,3125
Cutter Hodierne,3126
Richie Keen,3127
Alan Brown,3128
Justin Baldoni,3129
Michael Matthews,3130
Oliver Hirschbiegel,3131
Maris Curran,3132
Keith Miller,3133
Sean Penn,3134
Clint Eastwood,3135
Michael Lehmann,3136
Ole Christian Madsen,3137
Carlos Saura,3138
Bruno Dumont,3139
Jeff Lipsky,3140
Marc Abraham,3141
Niels Arden Oplev,3142
Krishna D.K.,3143
Michael Radford,3144
Jonas Poher Rasmussen,3145
Chi Yin,3146
Michael Mayer,3147
Robert Zemeckis,3148
John Moore,3149
Hsiao-hsien Hou,3150
Robert Schwentke,3151
Rob Reiner,3152
Lena Khan,3153
Stephen Frears,3154
Irena Salina,3155
Max Winkler,3156
Jon GaraÃƒÂ±o,3157
David Bowers,3158
Janet Grillo,3159
Ben Stassen,3160
Tony Bill,3161
Rob Minkoff,3162
Neal Slavin,3163
Glenn Ficarra,3164
Jeff Grace,3165
Ari Daniel Pinchot,3166
Ralph Arlyck,3167
Jean-Paul Jaud,3168
Robert Kenner,3169
Ventura Pons,3170
Andy Tennant,3171
Craig Brewer,3172
Joseph Cedar,3173
Kostia Testut,3174
Steven Peros,3175
Jamie Travis,3176
Diane Kurys,3177
Jeremy S. Levine,3178
Tyler Perry,3179
So Yong Kim,3180
Dean Wright,3181
Charlie Paul,3182
Edward Watts,3183
Daniel G. Karslake,3184
Adam Nimoy,3185
Bingham Bryant,3186
Paul Wright,3187
Christopher Guest,3188
Anna Broinowski,3189
Ruben ÃƒÂ–stlund,3190
Michael Polish,3191
James Mangold,3192
Dan Wolman,3193
Bethany Ashton Wolf,3194
Ryan Little,3195
Samir,3196
Nicholas Stoller,3197
Bob Hercules,3198
Lee Fulkerson,3199
Adam Kane,3200
Ronny Yu,3201
Jon Cassar,3202
Claudia Myers,3203
Charles Rogers,3204
Ira Sachs,3205
John Singleton,3206
Seth Gordon,3207
Rodrigo GarcÃƒÂ­a,3208
Jamie Roberts,3209
Andy De Emmony,3210
Christopher Morris,3211
Antony Cordier,3212
Dan Sallitt,3213
Bennett Miller,3214
Samuel Maoz,3215
Gregory Hoblit,3216
Bill Paxton,3217
Don Argott,3218
Bruno Dumont,3219
Noah Baumbach,3220
Brian M. Cassidy,3221
Chatrichalerm Yukol,3222
Aleksandr Sokurov,3223
Lenny Abrahamson,3224
Matthew M. Ross,3225
Richard Raaphorst,3226
Tim Burton,3227
Ira Sachs,3228
Geoffrey Sax,3229
Michael Pressman,3230
FranÃƒÂ§ois Ozon,3231
Yilmaz Arslan,3232
Trudie Styler,3233
Mary Kuryla,3234
Alex Gibney,3235
Adam B. Stein,3236
Christopher B. Landon,3237
Mark Waters,3238
David Dobkin,3239
Richard Ledes,3240
Tom Green,3241
Ronny Yu,3242
Shola Lynch,3243
Ash Brannon,3244
Ben Wheatley,3245
Shawn Levy,3246
IsmaÃƒÂ«l Ferroukhi,3247
Barbara Albert,3248
Shana Betz,3249
Elizabeth Chai Vasarhelyi,3250
Gary Ross,3251
Lina Esco,3252
Amos Gitai,3253
Peter Cousens,3254
Richard LaGravenese,3255
Joe Roth,3256
Peter Sollett,3257
Kate McLean,3258
Kevin Fitzgerald,3259
Takashi Ishii,3260
Azazel Jacobs,3261
Gregory Hoblit,3262
Sacha Jenkins,3263
Ryan Shiraki,3264
Julie Taymor,3265
Marcus Raboy,3266
Claire Denis,3267
Peter Berg,3268
Marcus Nispel,3269
Simon Verhoeven,3270
Sarah Smick,3271
Kristen Coury,3272
Will Gluck,3273
Jennifer Westfeldt,3274
Nicole Holofcener,3275
Craig Gillespie,3276
Lorenzo Vigas,3277
Albert Hughes,3278
Robert Iscove,3279
Matthew Newton,3280
Barry Strugatz,3281
Pierre Morel,3282
Angel Gracia,3283
Constantine Giannaris,3284
Nicole Garcia,3285
Goro Miyazaki,3286
Ray Yeung,3287
Michael Berry,3288
Caroline Suh,3289
Ron Howard,3290
Adam Green,3291
Chris Buck,3292
Chris Buck,3293
Courtney Hunt,3294
Ryan Coogler,3295
Steve Anderson,3296
Jeremy Podeswa,3297
Jesse Moss,3298
Steven Soderbergh,3299
David Munro,3300
Christian Charles,3301
Kazuya Murata,3302
Alethea Jones,3303
Josh Schwartz,3304
Dean Parisot,3305
Denis Do,3306
Deepa Mehta,3307
Tim Sutton,3308
Michael Haneke,3309
Andrew Bujalski,3310
Judd Apatow,3311
Steven Shainberg,3312
James Wan,3313
Roger Kumble,3314
David Ayer,3315
Jenny Deller,3316
Karim Ainouz,3317
Chris Smith,3318
Christopher Scott Cherot,3319
Hoyt Yeatman,3320
Lou Howe,3321
Fellipe Barbosa,3322
Patrice ChÃƒÂ©reau,3323
Louise Archambault,3324
Chris Moukarbel,3325
Jaco Bouwer,3326
Joann Sfar,3327
MÃƒÂ©lanie Laurent,3328
Michael Hoffman,3329
John Francis Daley,3330
Vikram Jayanti,3331
Kyle Newacheck,3332
Brian Taylor,3333
Abdel Kechiche,3334
James Ronald Whitney,3335
Martin Scorsese,3336
Anurag Kashyap,3337
Paul McGuigan,3338
Ruben Fleischer,3339
Ralph Ziman,3340
Alex Proyas,3341
Edmon Roch,3342
Jason Freeland,3343
Zach Braff,3344
Peter Hewitt,3345
Tim Hill,3346
Michele Maher,3347
Sasha Waters Freyer,3348
Monica Stambrini,3349
Susan Seidelman,3350
Edouard Deluc,3351
Rob Tregenza,3352
David Charles Rodrigues,3353
Joseph F. Lovett,3354
Jonathan Lisecki,3355
James Longley,3356
Darren Stein,3357
Aaron Katz,3358
Ang Lee,3359
Anne Fontaine,3360
Philippe Lesage,3361
Vlad Yudin,3362
Victor Ginzburg,3363
Mark Mann,3364
Philipp Kadelbach ,3365
Lauren Greenfield,3366
Claude Nuridsany,3367
Michael Grandage,3368
MichÃƒÂ¨le Hozer,3369
Jared Hess,3370
David Gordon Green,3371
Christoph Waltz,3372
Garry Marshall,3373
Dean Devlin,3374
Mike Flanagan,3375
Corinna Belz,3376
Bruce La Bruce,3377
Gus Van Sant,3378
Jeff Reichert,3379
Dylan Kidd,3380
Stephen T. Kay,3381
Ninian Doff,3382
Etan Cohen,3383
Nicholas Stoller,3384
Aaron Schneider,3385
Daniel DiMauro,3386
Tate Taylor,3387
Jordan Peele,3388
Tommy O'Haver,3389
Jim Sheridan,3390
Peter Segal,3391
Courtney Solomon,3392
Ronit Elkabetz,3393
E. Raymond Brown,3394
Jim Jarmusch,3395
Mamoru Oshii,3396
Rupert Sanders,3397
Mark Steven Johnson,3398
Brian Taylor,3399
Olivier Dahan,3400
Steve Beck,3401
Andy Nyman,3402
Ben Peyser,3403
David Koepp,3404
Denis CÃƒÂ´tÃƒÂ©,3405
Terry Zwigoff,3406
John Maringouin,3407
Paul Feig,3408
Jason Reitman,3409
Christopher Herrmann,3410
Asger Leth,3411
Mark Waters,3412
John Carpenter,3413
James Cameron,3414
Eric Bress,3415
Roman Polanski,3416
Jon M. Chu,3417
Stephen Sommers,3418
AdriÃƒÂ¡n Biniez,3419
Keith Behrman,3420
Grear Patterson,3421
Dawn Porter,3422
Marc Webb,3423
Matt Aselton,3424
AJ Schnack,3425
Martin Brest,3426
Neil Berkeley,3427
FrÃƒÂ©dÃƒÂ©ric Fonteyne,3428
Jim Jarmusch,3429
Albert Maysles,3430
Ron Krauss,3431
Adam Leon,3432
Sally Potter,3433
John Fawcett,3434
Silvio Soldini,3435
Lukas Dhont,3436
Rosemary Myers,3437
Patricia Riggen,3438
Ashley Sabin,3439
Robert Pulcini,3440
Jeremy Leven,3441
Patrice Leconte,3442
Lee Friedlander,3443
Peter Webber,3444
Karyn Kusama,3445
Liz Garbus,3446
CÃƒÂ©line Sciamma,3447
Austin Chick,3448
Anne-Sophie Birot,3449
Eva Husson,3450
Arne Johnson,3451
Malcolm D. Lee,3452
Richard Day,3453
Kevin Keating,3454
Kirill Mikhanovsky,3455
Ridley Scott,3456
M. Night Shyamalan,3457
Noah Buschel,3458
Gerard Barrett,3459
Julien Temple,3460
J. Clay Tweel,3461
Kevin Tancharoen,3462
James Keach,3463
Vondie Curtis-Hall,3464
Rolf SchÃƒÂ¼bel,3465
SebastiÃƒÂ¡n Lelio,3466
SebastiÃƒÂ¡n Lelio,3467
Kristina Grozeva,3468
James Gartner,3469
Jeremy Seifert,3470
Kelly Asbury,3471
Emily Ting,3472
John Sayles,3473
Dani Levy,3474
Ron Mann,3475
Kenneth A Carlson,3476
Danny Cannon,3477
Andrew Neel,3478
Christopher Neil,3479
Bobcat Goldthwait,3480
Christopher Dillon Quinn,3481
Stuart Murdoch,3482
Jedd Wider,3483
Roger Ross Williams,3484
Michel Hazanavicius,3485
Sharon Maguire,3486
Ronald F. Maxwell,3487
Richard Dutcher,3488
Harold Cronk,3489
Michael Mason,3490
Alex Proyas,3491
Francis Lee,3492
John Slattery,3493
Doron Eran,3494
Nick Hamm,3495
Robert Saitzyk,3496
Takao Okawara,3497
Gareth Edwards,3498
Michael Dougherty,3499
Adam Wingard,3500
Alex Gibney,3501
Zach Braff,3502
Henry Jaglom,3503
Nanette Burstein,3504
George Butler,3505
Stephen Gaghan,3506
Jeremy Kagan,3507
Emanuele Crialese,3508
Alex Ross Perry,3509
Sam de Jong,3510
Ivan Sen,3511
Matteo Garrone,3512
Heitor Dhalia,3513
Ben Affleck,3514
David Fincher,3515
Dominic Sena,3516
Alex Gibney,3517
Vicente Amorim,3518
John Hoffman,3519
Gene Stupnitsky,3520
Ming-liang Tsai,3521
Tyler Perry,3522
Marianna Palka,3523
Jeff Stilson,3524
Andrew Niccol,3525
Mark Helfrich,3526
Juliana Rojas,3527
Marco Bellocchio,3528
Jacob Tierney,3529
George Clooney,3530
Ryan White,3531
Kim Gatewood,3532
Henrik Ruben Genz,3533
Ben Safdie,3534
Simon Curtis,3535
Mia Hansen-LÃƒÂ¸ve,3536
Wolfgang Becker,3537
Ramin Bahrani,3538
Angus MacLachlan,3539
Jean-Luc Godard,3540
Denis Hennelly,3541
Severin Fiala,3542
Justin Chon,3543
Michael Dowse,3544
Jay Baruchel,3545
Rob Letterman,3546
Ari Sandel,3547
Nicholas D. Wrathall,3548
Robert Altman,3549
Davis Guggenheim,3550
Mathieu Kassovitz,3551
Lisa Kirk Colburn,3552
Kevin Connolly,3553
Carlos Saura,3554
Jae-eun Jeong,3555
Milos Forman,3556
Takashi  Miike,3557
Jon Wright,3558
James C. Strouse,3559
Sophie Fiennes,3560
Ron Morales,3561
Davis Guggenheim,3562
Cristian Mungiu,3563
Clint Eastwood,3564
Eugenio Mira,3565
David Caffrey,3566
Paul Weitz,3567
Nicholaus Goossen,3568
Ron Mann,3569
Sang-soo Hong,3570
Stephen Gyllenhaal,3571
Gillian Grisman,3572
Alfonso CuarÃƒÂ³n,3573
Sue Kramer,3574
Emanuele Crialese,3575
Jasmila Zbanic,3576
Angela Ismailos,3577
Mike Newell,3578
Craig Zobel,3579
Michael Winterbottom,3580
Jan Svankmajer,3581
Craig Scott Rosebraugh,3582
Peter Farrelly,3583
Timothy Linh Bui,3584
Martin Campbell,3585
Jeremy Saulnier,3586
Lexi Alexander,3587
Paul Greengrass,3588
Noah Baumbach,3589
Neil Young,3590
Dawn Luebbe,3591
Joel Hershman,3592
Ric Roman Waugh,3593
Daniel Algrant,3594
Ben Shapiro,3595
Neil Jordan,3596
Oz Perkins,3597
Aaron Schneider,3598
Phil Joanou,3599
Leon Ford,3600
Chris Marker,3601
Casey La Scala,3602
Edgar Wright,3603
Nash Edgerton,3604
Jacques Becker,3605
Stewart Raffill,3606
AndrÃƒÂ© SzÃƒÂ¶ts,3607
Werner Herzog,3608
Greg Harrison,3609
Anne de Marcken,3610
Danny Jacobs,3611
Dennis Dugan,3612
Dennis Dugan,3613
Peter Segal,3614
James Gunn,3615
James Gunn,3616
Alonso Ruiz Palacios,3617
Robert Stone,3618
Kevin Rodney Sullivan,3619
Paul Hasegawa-Overacker,3620
Atom Egoyan,3621
Pat Mills,3622
Shion Sono,3623
Rob Letterman,3624
Rashaad Ernesto Green,3625
Eric Blakeney,3626
Victor Kossakovsky,3627
Michael Tucker,3628
Adam Yauch,3629
Navot Papushado,3630
Jason Lei Howden,3631
Su Friedrich,3632
Damien Chazelle,3633
Sherry Horman,3634
Martin SulÃƒÂ­k,3635
Todd Stephens,3636
John Sheedy,3637
Arik Kaplun,3638
Joseph Cedar,3639
Mel Gibson,3640
Bruno Dumont,3641
Jacob Kornbluth,3642
Ethan Coen,3643
Penny Lane,3644
Bill Plympton,3645
Leslie Small,3646
Billy Kent,3647
Adam Shankman,3648
Amy Scott,3649
Minhal Baig,3650
RaMell Ross,3651
Luke Greenfield,3652
Heather Graham,3653
Bahman Ghobadi,3654
Ryan Fleck,3655
Biyi Bandele,3656
Don Michael Paul,3657
Bobby Farrelly,3658
Rob Zombie,3659
David Gordon Green,3660
Rob Zombie,3661
David Gordon Green,3662
Rick Rosenthal,3663
FrÃƒÂ©dÃƒÂ©ric Tcheng,3664
Tyler Taormina,3665
Thomas Kail,3666
Andrew Fleming,3667
Michael Almereyda,3668
Christian Sparkes,3669
Joel Hopkins,3670
Peter Berg,3671
Jonathan Jakubowicz,3672
Bette Gordon,3673
Diane Keaton,3674
Johnny Martin,3675
James E. Duff,3676
Joe Wright,3677
Andrea Pallaoro,3678
Margarethe von Trotta,3679
Bruce Hendricks,3680
Peter Chelsom,3681
Joe Swanberg,3682
Ridley Scott,3683
Peter Webber,3684
Tommy Wirkola,3685
Laurent Firode,3686
Clea DuVall,3687
BenDavid Grabinski,3688
Paul Bolger,3689
Adam Sherman,3690
Brad Anderson,3691
Alice Rohrwacher,3692
Joe Swanberg,3693
Christopher B. Landon,3694
Christopher B. Landon,3695
Michael Haneke,3696
Don Roos,3697
George Miller,3698
George Miller,3699
Mike Leigh,3700
Anne Sewitsky,3701
Michael Almereyda,3702
Mike Bencivenga,3703
Dmitry Vasyukov,3704
Mitchell Lichtenstein,3705
Yimou Zhang,3706
Amir Bar-Lev,3707
Josh Radnor,3708
Takashi Miike,3709
Brian Robbins,3710
David Slade,3711
Penny Panayotopoulou,3712
Justin Corsbie,3713
Aleksei German,3714
Ilya Naishuller,3715
Felix Moeller,3716
KÃƒÂ´ji Fukada,3717
Neil Berkeley,3718
Bob Byington,3719
Daniel Raim,3720
Hayden Schlossberg,3721
Danny Leiner,3722
Kasi Lemmons,3723
Elie Chouraqui,3724
Christopher Munch,3725
Justin Bare,3726
Daniel Barber,3727
Sophie Huber,3728
Dominik Moll,3729
Chris Columbus,3730
David Yates,3731
David Yates,3732
Mike Newell,3733
David Yates,3734
David Yates,3735
Alfonso CuarÃƒÂ³n,3736
Chris Columbus,3737
David Ayer,3738
Gregory Hoblit,3739
Kevin Rafferty,3740
James Toback,3741
Eduardo Lopez,3742
Adam Green,3743
Adam Green,3744
BJ McDonnell,3745
Tommy Stovall,3746
Liza Johnson,3747
Mac Carter,3748
Vincenzo Natali,3749
Peter Cornwell,3750
Christian Vincent,3751
Roberta Grossman,3752
Donick Cary,3753
Jian Liu,3754
Frank E. Flowers,3755
Steven Soderbergh,3756
Ming-liang Tsai,3757
Laetitia Colombani,3758
Davis Guggenheim,3759
Steven Judd,3760
John Duigan,3761
Chris Rock,3762
Fatih Akin,3763
Mark Waters,3764
Morten Tyldum,3765
Laurent Cantet,3766
Kimo Stamboel,3767
Katell QuillÃƒÂ©vÃƒÂ©rÃƒÂ©,3768
Laurie Anderson,3769
Nicolas Klotz,3770
Xavier Dolan,3771
Rudolf Gerber,3772
Pascal Chaumeil,3773
David Mirkin,3774
Philip Ridley,3775
Ben Lawrence,3776
Peter Davis,3777
Brett Haley,3778
Scott Hicks,3779
Tom Tykwer,3780
Randall Wallace,3781
Ben Safdie,3782
Jukka Vidgren,3783
Peter Chelsom,3784
John Cameron Mitchell,3785
Chris Terrio,3786
Thomas Heise,3787
David Mamet,3788
Scott Mann,3789
Chris Lofing,3790
Steve Rash,3791
JosÃƒÂ© Henrique Fonseca,3792
Amat Escalante,3793
Danfung Dennis,3794
Robert Ben Garant,3795
Gregory Plotkin,3796
George Ratliff,3797
David Mackenzie,3798
Larry Bishop,3799
Michael M. Bilandic,3800
Paul Etheredge,3801
Guillermo del Toro,3802
Neil Marshall,3803
Guillermo del Toro,3804
Kat Candler,3805
Bruce McDonald,3806
Todd Louiso,3807
Adam Reid,3808
Michael Showalter,3809
Gero von Boehm,3810
John Irvin,3811
Heinz BÃƒÂ¼tler,3812
Jacques Richard,3813
Mark Pellington,3814
Malcolm Venville,3815
Spike Jonze,3816
Alex Ross Perry,3817
Megumi Sasaki,3818
Megumi Sasaki,3819
Angela Robinson,3820
