salesdid;fName
4625;Contemporary_Fiction
4626;Kids_Fiction
4627;Contemporary_Fiction
4628;Factual
4629;Contemporary_Fiction
4630;Factual
4631;Science_Fiction
4632;
4633;Contemporary_Fiction
4634;Fantasy
4635;Factual
4636;Factual
4637;Contemporary_Fiction
4638;Contemporary_Fiction
4639;Historical_Fiction
4640;Contemporary_Fiction
4641;
4642;Contemporary_Fiction
4643;Historical_Fiction
4644;Factual
4645;Contemporary_Fiction
4646;
4647;Contemporary_Fiction
4648;Historical_Fiction
4649;Contemporary_Fiction
4650;
4651;Factual
4652;Contemporary_Fiction
4653;Kids_Fiction
4654;Contemporary_Fiction
4655;Contemporary_Fiction
4656;Contemporary_Fiction
4657;Factual
4658;Contemporary_Fiction
4659;Contemporary_Fiction
4660;Contemporary_Fiction
4661;Contemporary_Fiction
4662;Historical_Fiction
4663;Contemporary_Fiction
4664;Science_Fiction
4665;Contemporary_Fiction
4666;Factual
4667;Factual
4668;Dramatization
4669;Contemporary_Fiction
4670;Dramatization
4671;Factual
4672;Dramatization
4673;Science_Fiction
4674;Contemporary_Fiction
4675;Factual
4676;Contemporary_Fiction
4677;Contemporary_Fiction
4678;Contemporary_Fiction
4679;Science_Fiction
4680;Historical_Fiction
4681;Contemporary_Fiction
4682;Contemporary_Fiction
4683;Factual
4684;Contemporary_Fiction
4685;Dramatization
4686;Contemporary_Fiction
4687;Contemporary_Fiction
4688;Dramatization
4689;Contemporary_Fiction
4690;Factual
4691;Kids_Fiction
4692;Contemporary_Fiction
4693;Contemporary_Fiction
4694;Dramatization
4695;Historical_Fiction
4696;Dramatization
4697;Contemporary_Fiction
4698;Contemporary_Fiction
4699;
4700;Factual
4701;
4702;Contemporary_Fiction
4703;Dramatization
4704;Contemporary_Fiction
4705;Contemporary_Fiction
4706;Historical_Fiction
4707;Dramatization
4708;Contemporary_Fiction
4709;Contemporary_Fiction
4710;Contemporary_Fiction
4711;Contemporary_Fiction
4712;Historical_Fiction
4713;Contemporary_Fiction
4714;Contemporary_Fiction
4715;Contemporary_Fiction
4716;Kids_Fiction
4717;Contemporary_Fiction
4718;Contemporary_Fiction
4719;
4720;Factual
4721;Contemporary_Fiction
4722;Contemporary_Fiction
4723;Science_Fiction
4724;Contemporary_Fiction
4725;
4726;Fantasy
4727;Contemporary_Fiction
4728;Contemporary_Fiction
4729;Fantasy
4730;Contemporary_Fiction
4731;Factual
4732;Contemporary_Fiction
4733;Contemporary_Fiction
4734;Factual
4735;Contemporary_Fiction
4736;Science_Fiction
4737;Contemporary_Fiction
4738;Contemporary_Fiction
4739;Contemporary_Fiction
4740;Contemporary_Fiction
4741;Contemporary_Fiction
4742;Dramatization
4743;Contemporary_Fiction
4744;Factual
4745;Contemporary_Fiction
4746;Contemporary_Fiction
4747;Contemporary_Fiction
4748;Factual
4749;Contemporary_Fiction
4750;Factual
4751;Contemporary_Fiction
4752;Kids_Fiction
4753;
4754;Historical_Fiction
4755;
4756;Dramatization
4757;Contemporary_Fiction
4758;Contemporary_Fiction
4759;
4760;Contemporary_Fiction
4761;Kids_Fiction
4762;Contemporary_Fiction
4763;Contemporary_Fiction
4764;
4765;Contemporary_Fiction
4766;Factual
4767;Contemporary_Fiction
4768;Contemporary_Fiction
4769;Contemporary_Fiction
4770;Contemporary_Fiction
4771;
4772;Contemporary_Fiction
4773;Contemporary_Fiction
4774;
4775;Factual
4776;Contemporary_Fiction
4777;Contemporary_Fiction
4778;Science_Fiction
4779;Kids_Fiction
4780;Dramatization
4781;Science_Fiction
4782;
4783;Contemporary_Fiction
4784;Fantasy
4785;
4786;Factual
4787;Factual
4788;Contemporary_Fiction
4789;Historical_Fiction
4790;Kids_Fiction
4791;Science_Fiction
4792;Contemporary_Fiction
4793;Contemporary_Fiction
4794;Contemporary_Fiction
4795;Contemporary_Fiction
4796;
4797;Contemporary_Fiction
4798;Kids_Fiction
4799;Contemporary_Fiction
4800;Contemporary_Fiction
4801;Contemporary_Fiction
4802;Kids_Fiction
4803;Factual
4804;
4805;Multiple_Creative_Types
4806;
4807;Contemporary_Fiction
4808;Factual
4809;Historical_Fiction
4810;Super_Hero
4811;Contemporary_Fiction
4812;Contemporary_Fiction
4813;Contemporary_Fiction
4814;Historical_Fiction
4815;Contemporary_Fiction
4816;Contemporary_Fiction
4817;Contemporary_Fiction
4818;Contemporary_Fiction
4819;Contemporary_Fiction
4820;Contemporary_Fiction
4821;Contemporary_Fiction
4822;Factual
4823;
4824;Fantasy
4825;
4826;Contemporary_Fiction
4827;Dramatization
4828;Contemporary_Fiction
4829;Factual
4830;Contemporary_Fiction
4831;Contemporary_Fiction
4832;Contemporary_Fiction
4833;Contemporary_Fiction
4834;Fantasy
4835;Contemporary_Fiction
4836;
4837;Factual
4838;Contemporary_Fiction
4839;Contemporary_Fiction
4840;Dramatization
4841;Contemporary_Fiction
4842;Contemporary_Fiction
4843;Fantasy
4844;Dramatization
4845;
4846;Contemporary_Fiction
4847;Kids_Fiction
4848;Factual
4849;Dramatization
4850;Factual
4851;Contemporary_Fiction
4852;
4853;Contemporary_Fiction
4854;Contemporary_Fiction
4855;Kids_Fiction
4856;Fantasy
4857;Fantasy
4858;Kids_Fiction
4859;Contemporary_Fiction
4860;Kids_Fiction
4861;Contemporary_Fiction
4862;
4863;Factual
4864;Fantasy
4865;Contemporary_Fiction
4866;Contemporary_Fiction
4867;Historical_Fiction
4868;
4869;Fantasy
4870;Contemporary_Fiction
4871;Contemporary_Fiction
4872;Contemporary_Fiction
4873;Contemporary_Fiction
4874;
4875;Factual
4876;Contemporary_Fiction
4877;
4878;Contemporary_Fiction
4879;Contemporary_Fiction
4880;Dramatization
4881;Contemporary_Fiction
4882;Contemporary_Fiction
4883;
4884;Contemporary_Fiction
4885;Contemporary_Fiction
4886;Factual
4887;Contemporary_Fiction
4888;Dramatization
4889;Historical_Fiction
4890;Factual
4891;Contemporary_Fiction
4892;
4893;Historical_Fiction
4894;
4895;Contemporary_Fiction
4896;Contemporary_Fiction
4897;Contemporary_Fiction
4898;Factual
4899;Contemporary_Fiction
4900;Contemporary_Fiction
4901;Factual
4902;Factual
4903;Contemporary_Fiction
4904;Contemporary_Fiction
4905;Contemporary_Fiction
4906;Contemporary_Fiction
4907;Contemporary_Fiction
4908;Factual
4909;Factual
4910;
4911;Factual
4912;Dramatization
4913;Factual
4914;Contemporary_Fiction
4915;Science_Fiction
4916;Contemporary_Fiction
4917;Contemporary_Fiction
4918;Factual
4919;Contemporary_Fiction
4920;Contemporary_Fiction
4921;Contemporary_Fiction
4922;Factual
4923;Contemporary_Fiction
4924;Contemporary_Fiction
4925;Contemporary_Fiction
4926;Contemporary_Fiction
4927;
4928;Factual
4929;Contemporary_Fiction
4930;Contemporary_Fiction
4931;
4932;Factual
4933;Contemporary_Fiction
4934;Kids_Fiction
4935;Super_Hero
4936;Factual
4937;Dramatization
4938;Factual
4939;Contemporary_Fiction
4940;Contemporary_Fiction
4941;Contemporary_Fiction
4942;Contemporary_Fiction
4943;Factual
4944;Factual
4945;Contemporary_Fiction
4946;Contemporary_Fiction
4947;Contemporary_Fiction
4948;Contemporary_Fiction
4949;Contemporary_Fiction
4950;Contemporary_Fiction
4951;
4952;Contemporary_Fiction
4953;Factual
4954;Contemporary_Fiction
4955;
4956;Kids_Fiction
4957;Contemporary_Fiction
4958;Factual
4959;Contemporary_Fiction
4960;Factual
4961;Factual
4962;Contemporary_Fiction
4963;Kids_Fiction
4964;Factual
4965;Contemporary_Fiction
4966;Factual
4967;Contemporary_Fiction
4968;Contemporary_Fiction
4969;Contemporary_Fiction
4970;
4971;Historical_Fiction
4972;Historical_Fiction
4973;
4974;
4975;Contemporary_Fiction
4976;Contemporary_Fiction
4977;Contemporary_Fiction
4978;Dramatization
4979;Contemporary_Fiction
4980;Fantasy
4981;Contemporary_Fiction
4982;Contemporary_Fiction
4983;
4984;Contemporary_Fiction
4985;Kids_Fiction
4986;Contemporary_Fiction
4987;Factual
4988;Contemporary_Fiction
4989;Fantasy
4990;Super_Hero
4991;Contemporary_Fiction
4992;Kids_Fiction
4993;
4994;Fantasy
4995;Historical_Fiction
4996;Factual
4997;Factual
4998;Historical_Fiction
4999;Factual
5000;Contemporary_Fiction
5001;Historical_Fiction
5002;Factual
5003;Contemporary_Fiction
5004;Kids_Fiction
5005;
5006;Factual
5007;Fantasy
5008;Dramatization
5009;Contemporary_Fiction
5010;Contemporary_Fiction
5011;Contemporary_Fiction
5012;Kids_Fiction
5013;Dramatization
5014;Contemporary_Fiction
5015;Factual
5016;Contemporary_Fiction
5017;Factual
5018;
5019;Factual
5020;Factual
5021;Contemporary_Fiction
5022;Contemporary_Fiction
5023;Contemporary_Fiction
5024;Historical_Fiction
5025;Contemporary_Fiction
5026;Contemporary_Fiction
5027;Contemporary_Fiction
5028;Contemporary_Fiction
5029;
5030;Fantasy
5031;Factual
5032;Contemporary_Fiction
5033;Factual
5034;Science_Fiction
5035;Contemporary_Fiction
5036;Contemporary_Fiction
5037;Contemporary_Fiction
5038;Contemporary_Fiction
5039;Factual
5040;Contemporary_Fiction
5041;Factual
5042;Contemporary_Fiction
5043;Contemporary_Fiction
5044;Factual
5045;Kids_Fiction
5046;Contemporary_Fiction
5047;Fantasy
5048;Historical_Fiction
5049;Contemporary_Fiction
5050;Contemporary_Fiction
5051;Factual
5052;Contemporary_Fiction
5053;Kids_Fiction
5054;
5055;
5056;Contemporary_Fiction
5057;Contemporary_Fiction
5058;Dramatization
5059;Contemporary_Fiction
5060;Contemporary_Fiction
5061;Factual
5062;Contemporary_Fiction
5063;
5064;
5065;Contemporary_Fiction
5066;
5067;Contemporary_Fiction
5068;Dramatization
5069;
5070;Science_Fiction
5071;
5072;Contemporary_Fiction
5073;Fantasy
5074;
5075;Contemporary_Fiction
5076;Dramatization
5077;Contemporary_Fiction
5078;Contemporary_Fiction
5079;Contemporary_Fiction
5080;Factual
5081;Fantasy
5082;Contemporary_Fiction
5083;Factual
5084;Fantasy
5085;Kids_Fiction
5086;Historical_Fiction
5087;Contemporary_Fiction
5088;Contemporary_Fiction
5089;Contemporary_Fiction
5090;Contemporary_Fiction
5091;Dramatization
5092;Contemporary_Fiction
5093;Fantasy
5094;Factual
5095;Factual
5096;Contemporary_Fiction
5097;Kids_Fiction
5098;Contemporary_Fiction
5099;Contemporary_Fiction
5100;Contemporary_Fiction
5101;Contemporary_Fiction
5102;
5103;
5104;Contemporary_Fiction
5105;Contemporary_Fiction
5106;Contemporary_Fiction
5107;Dramatization
5108;Contemporary_Fiction
5109;
5110;Kids_Fiction
5111;Science_Fiction
5112;Factual
5113;Fantasy
5114;
5115;Fantasy
5116;Dramatization
5117;Kids_Fiction
5118;Contemporary_Fiction
5119;Contemporary_Fiction
5120;Contemporary_Fiction
5121;Kids_Fiction
5122;Contemporary_Fiction
5123;Contemporary_Fiction
5124;Factual
5125;Contemporary_Fiction
5126;Contemporary_Fiction
5127;Fantasy
5128;Kids_Fiction
5129;Contemporary_Fiction
5130;Contemporary_Fiction
5131;Contemporary_Fiction
5132;Multiple_Creative_Types
5133;Contemporary_Fiction
5134;Kids_Fiction
5135;Historical_Fiction
5136;Science_Fiction
5137;
5138;
5139;Contemporary_Fiction
5140;Contemporary_Fiction
5141;Fantasy
5142;Contemporary_Fiction
5143;Contemporary_Fiction
5144;Contemporary_Fiction
5145;Contemporary_Fiction
5146;Science_Fiction
5147;Contemporary_Fiction
5148;Contemporary_Fiction
5149;Dramatization
5150;
5151;Fantasy
5152;Contemporary_Fiction
5153;Kids_Fiction
5154;Contemporary_Fiction
5155;Contemporary_Fiction
5156;Contemporary_Fiction
5157;Factual
5158;Contemporary_Fiction
5159;Contemporary_Fiction
5160;Contemporary_Fiction
5161;Contemporary_Fiction
5162;
5163;Historical_Fiction
5164;Contemporary_Fiction
5165;
5166;Contemporary_Fiction
5167;Historical_Fiction
5168;Contemporary_Fiction
5169;Fantasy
5170;Factual
5171;Factual
5172;Contemporary_Fiction
5173;Contemporary_Fiction
5174;Kids_Fiction
5175;
5176;Factual
5177;Fantasy
5178;Factual
5179;Contemporary_Fiction
5180;Contemporary_Fiction
5181;Contemporary_Fiction
5182;Contemporary_Fiction
5183;Science_Fiction
5184;Contemporary_Fiction
5185;Fantasy
5186;
5187;Contemporary_Fiction
5188;Factual
5189;Contemporary_Fiction
5190;Dramatization
5191;Kids_Fiction
5192;Contemporary_Fiction
5193;Historical_Fiction
5194;Contemporary_Fiction
5195;
5196;Historical_Fiction
5197;Factual
5198;Contemporary_Fiction
5199;Contemporary_Fiction
5200;Contemporary_Fiction
5201;Factual
5202;Contemporary_Fiction
5203;Contemporary_Fiction
5204;Contemporary_Fiction
5205;Contemporary_Fiction
5206;Factual
5207;Contemporary_Fiction
5208;Factual
5209;
5210;
5211;Historical_Fiction
5212;Contemporary_Fiction
5213;
5214;Factual
5215;Contemporary_Fiction
5216;Contemporary_Fiction
5217;Contemporary_Fiction
5218;Contemporary_Fiction
5219;Fantasy
5220;Kids_Fiction
5221;Contemporary_Fiction
5222;Factual
5223;Historical_Fiction
5224;
5225;Science_Fiction
5226;Historical_Fiction
5227;Dramatization
5228;Contemporary_Fiction
5229;Factual
5230;Contemporary_Fiction
5231;
5232;Contemporary_Fiction
5233;Contemporary_Fiction
5234;Contemporary_Fiction
5235;Contemporary_Fiction
5236;Contemporary_Fiction
5237;Contemporary_Fiction
5238;Contemporary_Fiction
5239;
5240;Factual
5241;Factual
5242;Historical_Fiction
5243;Factual
5244;Factual
5245;Contemporary_Fiction
5246;Contemporary_Fiction
5247;Dramatization
5248;
5249;Contemporary_Fiction
5250;Contemporary_Fiction
5251;Contemporary_Fiction
5252;Factual
5253;Factual
5254;
5255;Contemporary_Fiction
5256;Dramatization
5257;Factual
5258;Dramatization
5259;Factual
5260;Contemporary_Fiction
5261;
5262;Science_Fiction
5263;Historical_Fiction
5264;Historical_Fiction
5265;Factual
5266;Historical_Fiction
5267;Contemporary_Fiction
5268;Contemporary_Fiction
5269;Contemporary_Fiction
5270;Contemporary_Fiction
5271;Contemporary_Fiction
5272;Contemporary_Fiction
5273;Contemporary_Fiction
5274;Contemporary_Fiction
5275;Contemporary_Fiction
5276;Contemporary_Fiction
5277;Contemporary_Fiction
5278;Science_Fiction
5279;Contemporary_Fiction
5280;Factual
5281;Contemporary_Fiction
5282;Contemporary_Fiction
5283;Contemporary_Fiction
5284;Factual
5285;Dramatization
5286;Contemporary_Fiction
5287;Kids_Fiction
5288;Historical_Fiction
5289;Contemporary_Fiction
5290;Contemporary_Fiction
5291;Dramatization
5292;Contemporary_Fiction
5293;Contemporary_Fiction
5294;Kids_Fiction
5295;
5296;Contemporary_Fiction
5297;Contemporary_Fiction
5298;
5299;Factual
5300;Contemporary_Fiction
5301;Historical_Fiction
5302;
5303;Factual
5304;Historical_Fiction
5305;Contemporary_Fiction
5306;Dramatization
5307;Contemporary_Fiction
5308;Contemporary_Fiction
5309;Contemporary_Fiction
5310;Factual
5311;
5312;Kids_Fiction
5313;Contemporary_Fiction
5314;Contemporary_Fiction
5315;Contemporary_Fiction
5316;
5317;Factual
5318;Contemporary_Fiction
5319;Kids_Fiction
5320;
5321;Contemporary_Fiction
5322;Contemporary_Fiction
5323;Historical_Fiction
5324;Factual
5325;Contemporary_Fiction
5326;Historical_Fiction
5327;Contemporary_Fiction
5328;Historical_Fiction
5329;Factual
5330;Kids_Fiction
5331;Contemporary_Fiction
5332;Factual
5333;Kids_Fiction
5334;Science_Fiction
5335;Factual
5336;Dramatization
5337;Contemporary_Fiction
5338;Contemporary_Fiction
5339;Fantasy
5340;Contemporary_Fiction
5341;Contemporary_Fiction
5342;Factual
5343;Contemporary_Fiction
5344;Fantasy
5345;Contemporary_Fiction
5346;Contemporary_Fiction
5347;Contemporary_Fiction
5348;Fantasy
5349;Kids_Fiction
5350;
5351;Science_Fiction
5352;Contemporary_Fiction
5353;Contemporary_Fiction
5354;Kids_Fiction
5355;Contemporary_Fiction
5356;Contemporary_Fiction
5357;Fantasy
5358;Factual
5359;Kids_Fiction
5360;Contemporary_Fiction
5361;Contemporary_Fiction
5362;Contemporary_Fiction
5363;
5364;Kids_Fiction
5365;Contemporary_Fiction
5366;Factual
5367;Contemporary_Fiction
5368;Factual
5369;Contemporary_Fiction
5370;Contemporary_Fiction
5371;Kids_Fiction
5372;Contemporary_Fiction
5373;
5374;Kids_Fiction
5375;Factual
5376;Historical_Fiction
5377;Contemporary_Fiction
5378;Science_Fiction
5379;Contemporary_Fiction
5380;Factual
5381;Factual
5382;Contemporary_Fiction
5383;
5384;Contemporary_Fiction
5385;Fantasy
5386;
5387;Factual
5388;Factual
5389;
5390;Fantasy
5391;Factual
5392;
5393;
5394;
5395;Kids_Fiction
5396;Contemporary_Fiction
5397;Contemporary_Fiction
5398;Contemporary_Fiction
5399;
5400;Historical_Fiction
5401;Kids_Fiction
5402;Contemporary_Fiction
5403;Kids_Fiction
5404;Kids_Fiction
5405;Fantasy
5406;Factual
5407;Contemporary_Fiction
5408;Contemporary_Fiction
5409;Contemporary_Fiction
5410;Contemporary_Fiction
5411;Factual
5412;
5413;Contemporary_Fiction
5414;Historical_Fiction
5415;Contemporary_Fiction
5416;Contemporary_Fiction
5417;Fantasy
5418;Contemporary_Fiction
5419;Contemporary_Fiction
5420;Contemporary_Fiction
5421;Dramatization
5422;Fantasy
5423;Contemporary_Fiction
5424;Science_Fiction
5425;Contemporary_Fiction
5426;Contemporary_Fiction
5427;Science_Fiction
5428;Contemporary_Fiction
5429;Historical_Fiction
5430;Factual
5431;Kids_Fiction
5432;Contemporary_Fiction
5433;Contemporary_Fiction
5434;
5435;Factual
5436;Factual
5437;Factual
5438;Historical_Fiction
5439;Factual
5440;Contemporary_Fiction
5441;Contemporary_Fiction
5442;Contemporary_Fiction
5443;Factual
5444;Contemporary_Fiction
5445;
5446;Science_Fiction
5447;Contemporary_Fiction
5448;Science_Fiction
5449;Contemporary_Fiction
5450;
5451;Contemporary_Fiction
5452;Contemporary_Fiction
5453;
5454;Science_Fiction
5455;Contemporary_Fiction
5456;Contemporary_Fiction
5457;Contemporary_Fiction
5458;Contemporary_Fiction
5459;Factual
5460;Contemporary_Fiction
5461;Science_Fiction
5462;Factual
5463;
5464;Contemporary_Fiction
5465;Factual
5466;
5467;Contemporary_Fiction
5468;Contemporary_Fiction
5469;Factual
5470;
5471;
5472;Fantasy
5473;Science_Fiction
5474;Factual
5475;Factual
5476;Contemporary_Fiction
5477;Contemporary_Fiction
5478;Contemporary_Fiction
5479;Contemporary_Fiction
5480;
5481;Factual
5482;Contemporary_Fiction
5483;Historical_Fiction
5484;Science_Fiction
5485;Contemporary_Fiction
5486;Contemporary_Fiction
5487;
5488;Kids_Fiction
5489;Contemporary_Fiction
5490;Science_Fiction
5491;
5492;Contemporary_Fiction
5493;Contemporary_Fiction
5494;
5495;Factual
5496;Contemporary_Fiction
5497;Dramatization
5498;
5499;Contemporary_Fiction
5500;Factual
5501;Dramatization
5502;Factual
5503;Fantasy
5504;Contemporary_Fiction
5505;Factual
5506;Factual
5507;Contemporary_Fiction
5508;Historical_Fiction
5509;Historical_Fiction
5510;Contemporary_Fiction
5511;Contemporary_Fiction
5512;
5513;Contemporary_Fiction
5514;Historical_Fiction
5515;Contemporary_Fiction
5516;Historical_Fiction
5517;Factual
5518;Factual
5519;Historical_Fiction
5520;Contemporary_Fiction
5521;Factual
5522;Contemporary_Fiction
5523;Factual
5524;Contemporary_Fiction
5525;Contemporary_Fiction
5526;Factual
5527;Kids_Fiction
5528;Contemporary_Fiction
5529;Contemporary_Fiction
5530;Kids_Fiction
5531;Science_Fiction
5532;Kids_Fiction
5533;Contemporary_Fiction
5534;Super_Hero
5535;
5536;Science_Fiction
5537;Contemporary_Fiction
5538;Contemporary_Fiction
5539;Contemporary_Fiction
5540;Factual
5541;
5542;
5543;Science_Fiction
5544;Contemporary_Fiction
5545;
5546;
5547;Dramatization
5548;
5549;Contemporary_Fiction
5550;
5551;Contemporary_Fiction
5552;Historical_Fiction
5553;Historical_Fiction
5554;Dramatization
5555;Contemporary_Fiction
5556;Contemporary_Fiction
5557;
5558;Contemporary_Fiction
5559;Factual
5560;Science_Fiction
5561;Contemporary_Fiction
5562;Contemporary_Fiction
5563;Contemporary_Fiction
5564;Factual
5565;Kids_Fiction
5566;Contemporary_Fiction
5567;Factual
5568;Contemporary_Fiction
5569;Contemporary_Fiction
5570;Dramatization
5571;Historical_Fiction
5572;Contemporary_Fiction
5573;Contemporary_Fiction
5574;Fantasy
5575;Factual
5576;Dramatization
5577;Contemporary_Fiction
5578;Science_Fiction
5579;Contemporary_Fiction
5580;Dramatization
5581;Fantasy
5582;Historical_Fiction
5583;Factual
5584;Factual
5585;Contemporary_Fiction
5586;Contemporary_Fiction
5587;Factual
5588;Historical_Fiction
5589;Factual
5590;Science_Fiction
5591;Contemporary_Fiction
5592;Factual
5593;Science_Fiction
5594;Contemporary_Fiction
5595;Factual
5596;Contemporary_Fiction
5597;Contemporary_Fiction
5598;Factual
5599;Contemporary_Fiction
5600;Contemporary_Fiction
5601;Historical_Fiction
5602;Science_Fiction
5603;Factual
5604;Factual
5605;Factual
5606;Factual
5607;Contemporary_Fiction
5608;
5609;Contemporary_Fiction
5610;
5611;Contemporary_Fiction
5612;Contemporary_Fiction
5613;Contemporary_Fiction
5614;Contemporary_Fiction
5615;Historical_Fiction
5616;
5617;Dramatization
5618;Contemporary_Fiction
5619;Contemporary_Fiction
5620;
5621;
5622;Fantasy
5623;Contemporary_Fiction
5624;Factual
5625;Kids_Fiction
5626;
5627;
5628;
5629;Contemporary_Fiction
5630;Contemporary_Fiction
5631;Contemporary_Fiction
5632;Contemporary_Fiction
5633;Factual
5634;Super_Hero
5635;Factual
5636;Contemporary_Fiction
5637;Contemporary_Fiction
5638;Contemporary_Fiction
5639;Contemporary_Fiction
5640;Contemporary_Fiction
5641;Factual
5642;Contemporary_Fiction
5643;Factual
5644;Contemporary_Fiction
5645;Contemporary_Fiction
5646;Kids_Fiction
5647;
5648;Science_Fiction
5649;Contemporary_Fiction
5650;
5651;Factual
5652;Science_Fiction
5653;Factual
5654;Science_Fiction
5655;Contemporary_Fiction
5656;Contemporary_Fiction
5657;Contemporary_Fiction
5658;Contemporary_Fiction
5659;Fantasy
5660;Contemporary_Fiction
5661;Factual
5662;Historical_Fiction
5663;
5664;Contemporary_Fiction
5665;Contemporary_Fiction
5666;Contemporary_Fiction
5667;Historical_Fiction
5668;Contemporary_Fiction
5669;Contemporary_Fiction
5670;
5671;Contemporary_Fiction
5672;Contemporary_Fiction
5673;Contemporary_Fiction
5674;Contemporary_Fiction
5675;Historical_Fiction
5676;Kids_Fiction
5677;Contemporary_Fiction
5678;Contemporary_Fiction
5679;Contemporary_Fiction
5680;Kids_Fiction
5681;Contemporary_Fiction
5682;Contemporary_Fiction
5683;Factual
5684;Contemporary_Fiction
5685;Contemporary_Fiction
5686;Factual
5687;Fantasy
5688;Contemporary_Fiction
5689;Contemporary_Fiction
5690;Contemporary_Fiction
5691;Historical_Fiction
5692;Contemporary_Fiction
5693;Factual
5694;Contemporary_Fiction
5695;Contemporary_Fiction
5696;
5697;Contemporary_Fiction
5698;Dramatization
5699;Historical_Fiction
5700;Factual
5701;Contemporary_Fiction
5702;Dramatization
5703;Contemporary_Fiction
5704;
5705;Contemporary_Fiction
5706;Contemporary_Fiction
5707;Contemporary_Fiction
5708;Factual
5709;Contemporary_Fiction
5710;
5711;Dramatization
5712;Factual
5713;Contemporary_Fiction
5714;Dramatization
5715;
5716;Factual
5717;Contemporary_Fiction
5718;
5719;Factual
5720;Kids_Fiction
5721;Historical_Fiction
5722;
5723;
5724;Factual
5725;
5726;
5727;Factual
5728;Contemporary_Fiction
5729;Factual
5730;Kids_Fiction
5731;Historical_Fiction
5732;
5733;Contemporary_Fiction
5734;
5735;Factual
5736;Kids_Fiction
5737;Factual
5738;Contemporary_Fiction
5739;Kids_Fiction
5740;Factual
5741;
5742;Factual
5743;Contemporary_Fiction
5744;
5745;Factual
5746;Contemporary_Fiction
5747;Factual
5748;Contemporary_Fiction
5749;Contemporary_Fiction
5750;Dramatization
5751;Factual
5752;Contemporary_Fiction
5753;Dramatization
5754;Factual
5755;Historical_Fiction
5756;
5757;Factual
5758;Historical_Fiction
5759;Factual
5760;Contemporary_Fiction
5761;Contemporary_Fiction
5762;Contemporary_Fiction
5763;Factual
5764;Contemporary_Fiction
5765;Contemporary_Fiction
5766;Contemporary_Fiction
5767;Factual
5768;Contemporary_Fiction
5769;Factual
5770;Factual
5771;Contemporary_Fiction
5772;Contemporary_Fiction
5773;Factual
5774;Contemporary_Fiction
5775;Contemporary_Fiction
5776;Contemporary_Fiction
5777;Contemporary_Fiction
5778;Contemporary_Fiction
5779;Factual
5780;Contemporary_Fiction
5781;
5782;Contemporary_Fiction
5783;Contemporary_Fiction
5784;Contemporary_Fiction
5785;
5786;Contemporary_Fiction
5787;Contemporary_Fiction
5788;Contemporary_Fiction
5789;
5790;Factual
5791;Factual
5792;Contemporary_Fiction
5793;Contemporary_Fiction
5794;Contemporary_Fiction
5795;Contemporary_Fiction
5796;Historical_Fiction
5797;Kids_Fiction
5798;Contemporary_Fiction
5799;Science_Fiction
5800;Factual
5801;Super_Hero
5802;Contemporary_Fiction
5803;Contemporary_Fiction
5804;Contemporary_Fiction
5805;Fantasy
5806;
5807;
5808;Contemporary_Fiction
5809;Science_Fiction
5810;Contemporary_Fiction
5811;Science_Fiction
5812;Factual
5813;
5814;
5815;Contemporary_Fiction
5816;Contemporary_Fiction
5817;Factual
5818;
5819;Historical_Fiction
5820;Contemporary_Fiction
5821;Contemporary_Fiction
5822;Contemporary_Fiction
5823;
5824;
5825;Factual
5826;Contemporary_Fiction
5827;Factual
5828;
5829;Factual
5830;Contemporary_Fiction
5831;Contemporary_Fiction
5832;
5833;Dramatization
5834;Historical_Fiction
5835;Contemporary_Fiction
5836;Factual
5837;Historical_Fiction
5838;Kids_Fiction
5839;Contemporary_Fiction
5840;Contemporary_Fiction
5841;Contemporary_Fiction
5842;Kids_Fiction
5843;Contemporary_Fiction
5844;Historical_Fiction
5845;Factual
5846;Factual
5847;Historical_Fiction
5848;Contemporary_Fiction
5849;Fantasy
5850;Contemporary_Fiction
5851;Contemporary_Fiction
5852;
5853;Contemporary_Fiction
5854;
5855;Contemporary_Fiction
5856;
5857;Contemporary_Fiction
5858;Factual
5859;Contemporary_Fiction
5860;Contemporary_Fiction
5861;Contemporary_Fiction
5862;Science_Fiction
5863;Factual
5864;Contemporary_Fiction
5865;
5866;Factual
5867;Contemporary_Fiction
5868;Science_Fiction
5869;Factual
5870;Contemporary_Fiction
5871;Historical_Fiction
5872;Multiple_Creative_Types
5873;Historical_Fiction
5874;
5875;Contemporary_Fiction
5876;Contemporary_Fiction
5877;Contemporary_Fiction
5878;Contemporary_Fiction
5879;Contemporary_Fiction
5880;Contemporary_Fiction
5881;Contemporary_Fiction
5882;Fantasy
5883;Contemporary_Fiction
5884;
5885;Contemporary_Fiction
5886;Science_Fiction
5887;Dramatization
5888;Contemporary_Fiction
5889;Contemporary_Fiction
5890;Contemporary_Fiction
5891;Contemporary_Fiction
5892;Kids_Fiction
5893;Historical_Fiction
5894;Contemporary_Fiction
5895;Science_Fiction
5896;Contemporary_Fiction
5897;Factual
5898;Factual
5899;Historical_Fiction
5900;
5901;Contemporary_Fiction
5902;Contemporary_Fiction
5903;Science_Fiction
5904;Contemporary_Fiction
5905;Contemporary_Fiction
5906;Contemporary_Fiction
5907;Contemporary_Fiction
5908;Factual
5909;Kids_Fiction
5910;
5911;Contemporary_Fiction
5912;Factual
5913;Contemporary_Fiction
5914;
5915;Contemporary_Fiction
