fname
John Michael McDonagh
Daniel Goldhaber
Joel Soisson
Aaron B. Koontz
Craig McCall
Bruno Dumont
Todd Graff
Peter Sattler
Joseph Cedar
Frank Popper
Rosalynde LeBlanc
Marielle Heller
Neil Armfield
Nia DaCosta
Horace Jenkins
Lucien Castaing-Taylor
Andy Grieve
Joseph Greco
Mark Bamford
Nadine Labaki
Costa-Gavras
Justin Pemberton
Michael Moore
Josh Trank
Bennett Miller
Anthony Russo
Joe Johnston
Anthony Russo
John Madden
Matt Ross
Anna Boden
Paul Greengrass
David Soren
Jerry Jameson
Rupert Wyatt
Roland JoffÃ©
Nadine Labaki
Pablo Trapero
Hector Babenco
Peter Byck
Elizabeth Allen
Olivier Assayas
Ralph Torjan
Ron Mann
Roman Polanski
Mickey Keating
Dori Berinstein
Kimberly Peirce
Susan Johnson
Joe Ranft
Brad Lewis
Brian Fee
Matthew Heineman
John Sayles
Matt Piedmont
Lasse Hallstrom
Christian Alvart
Sean Ellis
Issa LÃ³pez
Alex Gibney
Martin Campbell
Anthony DiBlasi
Woody Allen
Robert Zemeckis
Kitty Green
Joey Klein
Zev Asher
John Stockwell
Phillip Noyce
Susannah Grant
Steven Spielberg
Bart Freundlich
Sarah George
Paolo VirzÃ¬
KÃ´ji Wakamatsu
Ariel Schulman
Chi Muoi Lo
Tom Hooper
Lawrence Guterman
Pitof
AJ Schnack
Kaige Chen
Werner Herzog
Damian Mc Carthy
Ian Gamazon
Randall Miller
John Waters
Olivier Meyrou
Lee Toland Krieger
Tod Williams
David R. Ellis
Kevin Knoblock
Apichatpong Weerasethakul
Prano Bailey-Bond
Mor Loushy
Brad Peyton
Nicholas Hytner
Brendan Walsh
Rawson Marshall Thurber
Neil Marshall
Max Winkler
Kelly Reichardt
James David Pasternak
Abbas Kiarostami
Diego Luna
JosÃ©e Dayan
DaniÃ¨le Thompson
Aleksandr Mitta
Jem Cohen
Aaron Schimberg
Mike Akel
Rob Nilsson
Kamaleswar Mukherjee
Nikhil Advani
Clint Eastwood
Roger Michell
Mike Barnett
AndrÃ© TÃ©chinÃ©
David DeFalco
Coline Serreau
Marcos Siega
Doug Liman
John Curran
Neill Blomkamp
J.P. Schaefer
Agnieszka Holland
Tim Burton
Fredrik Bond
Mary Harron
Burr Steers
Karlyn Michelson
Mike Nichols
McG
Elizabeth Banks
McG
Rolf de Heer
Gillian Armstrong
Gary Winick
Angel Manuel Soto
Jeff Orlowski
Jeff Orlowski
Andy Cadiff
Jeff Prosserman
Curtis Hanson
Linda Mendoza
John Scheinfeld
Chris Marker
E.L. Katz
Shawn Levy
Adam Shankman
Bill Plympton
Jon Favreau
Cameron Yates
Abel Ferrara
Ethan Hawke
Richard Tanne
Stephen Frears
Finn Taylor
Bradley Parker
Anthony Russo
Doris DÃ¶rrie
Athina Rachel Tsangari
Spike Lee
Rob Marshall
Brett Morgen
Mark Dindal
Marjane Satrapi
Fernando Trueba
Daniel Espinosa
James Franco
Tze Chun
Geoffrey Enthoven
Alfonso CuarÃ³n
Marcel CarnÃ©
Edet Belzberg
Lars Klevberg
Calin Peter Netzer
Alastair Fothergill
Micha X. Peled
Yung Chang
Robert M. Young
Xiaoshuai Wang
CÃ©dric Klapisch
Shola Lynch
Atom Egoyan
Ezna Sands
Jay Alaimo
Lasse Hallstrom
Clark Gregg
Ramin Bahrani
Bruce Weber
Andrew Dominik
Guido Santi
Antonio Campos
Charles Poekel
Kate Montgomery
Joe Roth
Marc Forster
Michel Franco
Josh Trank
SebastiÃ¡n Cordero
Ray McKinnon
Philippe Falardeau
Miguel Arteta
Johnnie To
Kwon-taek Im
Nisha Ganatra
Alison McAlpine
Kenneth Branagh
Ron Howard
AgnÃ¨s Varda
Aaron Schock
Dirk Shafer
Maryam Keshavarz
Rachel Mason
Danis Tanovic
Paul Weitz
Keith Melton
Andrew Adamson
Ciaran Foy
Rex Miller
Nathan Morlando
Matt Tyrnauer
Alex Gibney
Carl Deal
Lloyd Kaufman
Laura Poitras
Michael Caton-Jones
Frederick Wiseman
Raymond De Felitta
Gil Kenan
Matt Dillon
Matthew Heineman
Laura Gabbert
Chuan Lu
Paulo Morelli
Wilson Yip
Jeff Renfroe
Neema Barnette
Stephen Chow
Lodge Kerrigan
Annie Howell
Sang-soo Hong
BenjamÃ­n Ãvila
Bridey Elliott
Jonathan Liebesman
Chris Charles Scott III
Olivier Assayas
Chinonye Chukwu
Lara Gallagher
Jon Reiss
Kevin Smith
Frank Coraci
Yimou Zhang
David Bowers
Gaspar NoÃ©
Jonathan Frakes
Vicky Jewson
Dalia Hager
John Crowley
Jafar Panahi
Mike Nichols
Billy Senese
Stephen Dunn
Lana Wachowski
Justin Baldoni
Chris Miller
Cody Cameron
Jon Abrahams
Matt Reeves
Jay Chandrasekhar
Mike Mills
Thomas Carter
Victor Nunez
Billy Corben
Matthias Hoene
Adrian Molina
Nelson Carlo de Los Santos Arias
Sian Heder
Michael Winterbottom
Ryan McGarry
Les Mayfield
Michael Haneke
Shalini Kantayya
Jim Jarmusch
Stewart Wade
Michael Dowse
Kyle Patrick Alvarez
FrÃ©dÃ©ric Petitjean
Tze Chun
Mike Figgis
Jim Mickle
Anthony Minghella
Sophie Barthes
Will Slocombe
Pawel Pawlikowski
Aaron Katz
Vincent Grashaw
Wash Westmoreland
Martin Donovan
Chris Smith
Michael Mann
David Frankel
Andrew Davis
Ãtienne Sauret
Deb Hagan
Roger Kumble
Eran Creevy
Joseph Dorman
Olivier Megaton
Florian Gallenberger
Brian W. Cook
Nacho Vigalondo
Kogonada
Miles Lagoze
Zack Whedon
Richard Wong
Brenda Chapman
Joey Lauren Adams
Christopher Ashley
Makinov
Joshua Marston
Ant Timpson
Anthony Scott Burns
SÃ©bastien Lifshitz
Christian Carion
Christian Charles
Sam Esmail
Morgan Spurlock
Craig Brewer
Yimou Zhang
Wayne Wang
Colette Burson
James Steven Sadwith
Robert Kenner
Lisa Krueger
Jonathan Berman
Douglas McGrath
Juho Kuosmanen
Joshua Marston
Craig Zobel
Andrew Bujalski
Rodman Flender
Marcus Nispel
GÃ¶ran Olsson
David Leland
Ricky Staub
Stacie Passon
Peter Landesman
John McNaughton
Paul Barnett
George Clooney
P.J. Hogan
Sara Sugarman
Debbie Isitt
James Foley
Ilan Duran Cohen
Tiffany Shlain
Michael Lembeck
John Deery
Francis Lawrence
Jordan Walker-Pearlman
Chris Sullivan
Bill Ross IV
Baltasar KormÃ¡kur
Josh Forbes
Anton Corbijn
NimrÃ³d Antal
Stephen Deutsch
Hans Canosa
David Pomes
Knut Erik Jensen
Ondi Timoner
Cary Murnion
Jon Watts
Ronald F. Maxwell
Joe Carnahan
Agnieszka Holland
Henry Selick
Ralph Fiennes
Rob Pritts
Alice Rohrwacher
Patrick Brice
Mike Johnson
Michael Snow
Gianni Amelio
David Cronenberg
Andrzej Zulawski
Sean Kirkpatrick
Jacques Martineau
Ismail Merchant
Justin Dec
Lucy Walker
Jem Cohen
Shana Feste
Taghi Amirani
Peter Billingsley
Alex Kendrick
Chaitanya Tamhane
Dominique Benicheti
Guy Maddin
Hiroyuki Okiura
MichÃ¨le Ohayon
Anna Kerrigan
Jon Favreau
David Gleeson
David McNally
Roman Coppola
Jordan Scott
Andrzej Bartkowiak
Brian Taylor
Brian Taylor
Paul Haggis
Alexandre Aja
Eriq La Salle
Adam Sherman
Scott Cooper
Frederick Wiseman
Dan Klores
Alex Gibney
Tim Allen
Jon M. Chu
Glenn Ficarra
Johanna Demetrakas
John Stockwell
Michael Pack
Jon Amiel
Benjamin Dickinson
Fred Andrews
Scott Crawford
Kiyoshi Kurosawa
Matthew Barney
Stephen T. Maing
Yoav Potash
Rob Schmidt
Gregory Jacobs
Ariel Vromen
Jackie Earle Haley
Jafar Panahi
Guillermo del Toro
James Lebrecht
Nicholas Jarecki
John Leguizamo
Julien Temple
Simon Wincer
Steve Rash
Gilles Paquet-Brenner
William Gazecki
Barbara Brancaccio
Yang Chao
Wayne Kramer
Fatih Akin
Daniel Gordon
Tamra Davis
Ang Lee
Woo-ping Yuen
Mike Hodges
Matt Ruskin
Joel Souza
Craig Gillespie
John Mckay
Clint Eastwood
Jeff Wadlow
SebastiÃ¡n Silva
Kevin Willmott
Benjamin Johnson
Karim Dridi
Gary Keys
James Griffiths
Carlos Bosch
Alla Kovgan
Eytan Fox
Kiyoshi Kurosawa
Matthew O'Callaghan
Yimou Zhang
Wes Craven
Xavier Legrand
Matt Shakman
Ray Yeung
The RZA
Zachary Heinzerling
Denny Shoopman
Colin Davies
Michael Almereyda
Joe Wright
Alexis Michalik
Jay Duplass
Filip Remunda
Spike Lee
Spike Lee
Steve Carr
Ben Safdie
Sean Anders
Tyler Perry
Oliver Parker
David Jacobson
Scott Caan
Jean-Marc VallÃ©e
Katrina Holden Bronson
Daniel Zelik Berk
Whit Stillman
Peter Hedges
Steven Cantor
Lars von Trier
Anne Bass
Michael Radford
Hilla Medalia
Mark Milgard
Jin-ho Hur
Adam Egypt Mortimer
Dan Fogelman
Jeff Balsmeyer
Brendan Toller
Adam Salky
Mark Steven Johnson
Ted Braun
Ron Shelton
Jan SverÃ¡k
Alexandros Avranas
Marc Singer
Victor Salva
Shi-Zheng Chen
Kimberly Reed
Tim Sutton
Simon Kinberg
Gilles Paquet-Brenner
Clio Barnard
Tim Burton
Scott Stewart
Belinda Sallin
Paul Solet
Jack Heller
Walter Salles
Todd Haynes
Joe Wright
Jonathan Liebesman
Mickey Keating
Lawrence Kasdan
Jan Kounen
Hubert Sauper
Achim Bornhak
Aaron Seltzer
Shawn Levy
David Freyne
Gail Dolgin
Laura Bispuri
Maryam Shahriar
Michel Gondry
Ricky Gervais
Spike Lee
A.J. Eaton
Maryte Kavaliauskas
Jon Nguyen
Zack Snyder
Matt Reeves
Bill Morrison
Julia Loktev
Timur Bekmambetov
BjÃ¶rn Runge
Michael Spierig
Debra Eisenstadt
Michael Goldbach
David Barker
Ming-liang Tsai
Rachid Bouchareb
Everardo Valerio Gout
Simon Bird
Amman Abbasi
Jake Paltrow
Matthew Leutwyler
Niels Arden Oplev
Jared Moshe
Shane Meadows
Takashi Miike
Takashi Miike
Cathy Yan
James Wan
Tommy Wirkola
Tommy Wirkola
Bing Wang
Stefan Ruzowitzky
Katy Chevigny
David Leitch
Gil Cates Jr.
Jeff Garlin
Luke Korem
Demetri Martin
Andrei Konchalovsky
Joe Syracuse
Stephen Chbosky
Shona Auerbach
Lasse Hallstrom
Joel Allen Schroeder
Justin Simien
Kurt Kuenne
Neil LaBute
Frank Oz
Peter Navarro
Gillian Armstrong
Boaz Yakin
Adam Wingard
Damon Dash
Bruce Schooley
Gabriel Range
Paul W.S. Anderson
James Wan
Danny DeVito
Eli Roth
Angela Robinson
Rod Hardy
Marcel Langenegger
Molly Bernstein
John Whitesell
Steven Bernstein
Gotham Chopra
Alastair Fothergill
Howard Hall
Jerry Rothwell
Andrew Wight
Peter Berg
Quentin Dupieux
Yoav Shamir
Edward Zwick
Adam Brooks
Sydney Freeland
Tony Scott
Jason Maurer
Erik Anjou
David Foenkinos
Tom DiCillo
Gary Hardwick
Amy Berg
Ken Scott
C.B. Harding
Camilla Nielsson
Jean-Marc VallÃ©e
Marcin Wrona
Haruo Sotozaki
Neill Blomkamp
Olivier Assayas
Christian Gudegast
Mick Jackson
Mikkel NÃ¸rgaard
Larry Fessenden
Mikael HÃ¥fstrÃ¶m
Josh Rubin
Frank Oz
Amy Ziering
Talia Lugacy
Richard Raymond
Sherry Horman
Barbara Kopple
JonÃ¡s CuarÃ³n
LP
Chris Renaud
Chris Renaud
Eric Guillon
Claire Ferguson
Victor Levin
Karyn Kusama
Tony Kaye
Hark Tsui
Joseph Kahn
Rod Lurie
William Dickerson
Christopher Smith
Kathryn Bigelow
Rola Nashef
Mike Bigelow
Scott Kalvert
Drew Dowdle
Matt Bettinelli-Olpin
Atom Egoyan
Wen Jiang
Renny Harlin
Jacques Audiard
Kiran Rao
Lawrence Roeck
Daniel Schmidt
Dan Cohen
Brian Robertson
Oliver Hirschbiegel
Elizabeth Carroll
Christopher Ashley
Bent-Jorgen Perlmutt
Kent Jones
BenoÃ®t Jacquot
Thor Freudenthal
David Bowers
David Bowers
George A. Romero
Kirsten Johnson
Sam Weisman
Marc Lawrence
Travis Wilkerson
Lee Tamahori
Mark Rucker
Asif Kapadia
Pascale Bailly
Ondi Timoner
Hunter Adams
Katherine Dieckmann
Joe Swanberg
Adam Green
Mamoru Hosoda
Terry Kinney
Antonio Santini
Jay Roach
Bob Giraldi
Eric Leighton
Todd Douglas Miller
FrÃ©dÃ©ric Tcheng
Volker SchlÃ¶ndorff
Gregor Jordan
Chris Fisher
Guy Ferland
Sacha Polak
Maurice Jamal
John Mallory Asher
Stephen Frears
Rick Rowley
Neil LaBute
Albert Shin
Aaron Seltzer
Mark Wilkinson
Sam Feder
Jaak Kilmi
Henry Alex Rubin
Steve Jacobs
SebastiÃ¡n Lelio
Nuri Bilge Ceylan
Patrick Alessandrin
Neill Blomkamp
Pierre Morel
D.J. Caruso
Pearl Gluck
Alexis Bloom
Jan Hrebejk
Elia Suleiman
Gabriel Mascaro
Callie Khouri
Etienne Comar
Quentin Tarantino
Hassan Yektapanah
Craig Atkinson
Chris Paine
Corey Yuen
Mike Flanagan
Scott Derrickson
Ann Raffaela Lupo
Rawson Marshall Thurber
Ken Marino
Paul Schrader
Kim Chapiron
Hossein Keshavarz
Matteo Garrone
Giorgos Lanthimos
Lars von Trier
Ayelet Menahemi
Craig Brewer
Stephen Gaghan
Takeshi Kitano
Debbie Allen
Peter Bratt
Charles Martin Smith
Charles Martin Smith
Richard Shepard
Patric Chiha
Harold Becker
Frederick Wiseman
Paul Schrader
Tony Scott
Brian De Palma
Joseph Gordon-Levitt
Jake Goldberger
Jared Hess
Kristopher Avedisian
Sergei Loznitsa
Oliver Blackburn
Jacques Demy
Richard Kelly
Tim Sutton
Troy Nixey
Laura Israel
Fede Alvarez
Rodo Sayagues
Anna Muylaert
Bruce Thierry Cheung
Wim Wenders
David Gleeson
Vincent D'Onofrio
Michael Tully
Jacob Aaron Estes
Adam McKay
Sergio Castellitto
Gary Fleder
Ramona S. Diaz
Cristina Comencini
AgustÃ­n DÃ­az Yanes
John Pirozzi
Mike Birbiglia
Dave Borthwick
Andrzej Bartkowiak
Neil Marshall
Mark Decena
Rick Famuyiwa
James Bobin
Brad Leong
Tennyson Bardwell
Marco Bellocchio
Matthew Parkhill
Amanda Micheli
FranÃ§ois Ozon
Stephen Kinsella
George Gallo
John Patrick Shanley
Drake Doremus
John Goldschmidt
Aleksey German
Rodrigo Cortes
Kurt Voss
Chris Hegedus
David Jacobson
Ben Wheatley
Harold Guskin
Chris Weitz
Debra Granik
Kris Isacsson
Peyton Reed
Oliver Hirschbiegel
Jim Rash
Johan Renck
Alexander Payne
Michael Engler
Edo Bertoglio
Sara Lamm
Steve Carr
Chris Renaud
Patrick Lussier
Guy Maddin
Gary Shore
Ivan Reitman
Sam Raimi
S. Craig Zahler
Peter Chan
James Wong
Tom Shadyac
Tristan Patterson
Gerardo Naranjo
Matthew Barney
Euros Lyn
Jim Sheridan
Lawrence Kasdan
Kim Longinotto
John Gatins
Bill Condon
Ritu Sarin
Miles Joris-Peyrafitte
Bruce McDonald
Carol Morley
Manu Luksch
Pete Travis
Erik Sharkey
Ben Nott
Steven Brill
Joe Swanberg
Nicolas Winding Refn
Patrick Lussier
Brian Trenchard-Smith
RyÃ»suke Hamaguchi
Renny Harlin
Jeremy Brock
Nick Gomez
Johnnie To
Charles Stone III
Brandon LaGanke
Douglas Tirola
Sydney Freeland
Matt Mulhern
Nicole Bettauer
Miguel Arteta
Fernando Eimbcke
Todd Phillips
Bruce Paltrow
Afia Nathaniel
Carroll Ballard
Bobby Farrelly
Troy Miller
Tim Burton
Mark Goffman
Greg Pritikin
Anne Fletcher
Courtney Solomon
Christopher Nolan
Danny DeVito
Tony Gilroy
Milcho Manchevski
Dana Brown
Paul Schrader
Kevin Munroe
George Gallo
Raphael Alvarez
Wonsuk Chin
Katy Chevigny
D.J. Caruso
Bill Jersey
Nick Park
Alastair Fothergill
Robert Stone
Dave Green
Wash Westmoreland
Chris Ordal
Goro Miyazaki
Kyle Patrick Alvarez
Damien O'Donnell
Emilia Menocal
Robin Campillo
David Cronenberg
Jane Weinstock
Will Gluck
Daniel Espinosa
Babak Najafi
Stephan Elliott
Ryan Murphy
Thorsten SchÃ¼tte
Andrew Rossi
Christopher Dillon Quinn
Q. Allan Brocka
Phillip J. Bartell
Andrew Slater
Dexter Fletcher
Boris Rodriguez
Declan Recks
Megan Griffiths
Mia Hansen-LÃ¸ve
James Watkins
Martin Campbell
Doug Liman
Rob Connolly
Simon Hunter
Stuart Gordon
Richard Laxton
Frank Marshall
Seth Kearsley
Bo Burnham
Peter Greenaway
Luis Ortega
Pablo Trapero
Gereon Wetzel
Vince Gilligan
LeÃ³n Ichaso
Stephen Purvis
Ãlex de la Iglesia
Amalia Ulman
Chiemi Karasawa
Jiang Xiao
Rebecca Thomas
Isabel Coixet
Rob Bowman
Sebastian Gutierrez
Andrei Zvyagintsev
Petra Costa
Gus Van Sant
Mark Linfield
Anne Buford
Michael Selditch
Jon Favreau
JosÃ© Padilha
JosÃ© Padilha
Shekhar Kapur
Cameron Crowe
Tommy O'Haver
Paul Verhoeven
Malgorzata Szumowska
Scott Coffey
Petter NÃ¦ss
Jennifer Westcott
Michael Radford
Jon Spira
Sam Irvin
Liza Johnson
Neill Blomkamp
Ciro Guerra
Michael Thelin
Andrew Molina
Carl Bessai
Autumn de Wilde
Lisa Lax
Amie Siegel
Franc. Reyes
Christina Yao
Greg Coolidge
Jim McKay
Ole Christian Madsen
Pernille Fischer Christensen
Kevin Lima
Michael Pearce
Werner Herzog
Elfar Adalsteins
Jim Fields
Lucio Castro
David Ayer
Gavin Hood
Drake Doremus
Shana Feste
Alejandro Jodorowsky
Roger Michell
Peter Hyams
Sonia Kennebeck
Denis Villeneuve
Jean-Jacques Annaud
Anders Ãlholm
Mark Gill
Michael Apted
Harry Bradbeer
Michael Apted
Nicole Holofcener
Alex Gibney
Jason James
Victor Teran
Gaspar NoÃ©
Rick Alverson
Doug Ellin
Barry Levinson
Jonathan Demme
Chris Wedge
Aaron Seltzer
Hubert Sauper
Drake Doremus
Kurt Wimmer
Meera Menon
Stefen Fangmeier
Philipp StÃ¶lzl
Steven Soderbergh
Doris DÃ¶rrie
Benjamin Renner
Kar Wai Wong
Kazuki Akane
Matthew Heineman
Callan Brunker
Francis Annan
Randy Moore
Mikael HÃ¥fstrÃ¶m
Adam Robitel
Adam Robitel
Andrea Weiss
Andrea Di Stefano
RÃ©gis Wargnier
Arnaud Desplechin
Federico Sanchez
Craig Roberts
Michel Gondry
ChloÃ© Zhao
Quentin Lee
Roger Mainwood
Nils Tavernier
Michael Clancy
Lisa Langseth
Shinji Aoyama
SebastiÃ¡n Cordero
Alec Berg
David Dobkin
Teemu Nikki
Marcie Begleiter
Tom Shadyac
Hideaki Anno
Bruce Beresford
Mark Rydell
IcÃ­ar BollaÃ­n
Lajos Koltai
Enid Zentelis
Jan Troell
Joe Lynch
Vaughn Stein
Richard Levine
Tom Roberts
Adam Del Deo
Wim Wenders
Ana Piterbarg
Asghar Farhadi
Rahul Bose
Jason Todd Ipson
Ramez Silyan
Dominique Deruddere
Kirk Jones
Dan Gillespie Sells
Michael Winterbottom
Chris Metzler
Maren Ade
Christopher Reeve
Stella Meghie
Dan Rush
Marc Forster
Olatunde Osunsanmi
Mikael HÃ¥fstrÃ¶m
Fede Alvarez
Elan Dassani
Ivan Reitman
Lucile Hadzihalilovic
Alexander Poe
Frederick Wiseman
Astra Taylor
Ric Klass
Joanna Hogg
Johnnie To
Eduardo SÃ¡nchez
Jonas Alexander Arnby
Banksy
Andrzej Bartkowiak
Ridley Scott
Daniel Dencik
Nathan Frankowski
Michael Almereyda
Cecilia Miniucchi
Mark Webber
Philip Rosenthal
Beth B.
Enda Loughman
Mike Judge
Sam Hargrave
Tom Vaughan
Raul Garcia
Nacho Vigalondo
Colin Minihan
Christian Duguay
Stephen Daldry
Joe Berlinger
Gavin Hood
Stephan Elliott
Haim Tabakman
Newton I. Aduaka
Justin Lin
Ousmane Sembene
Bertha Bay-Sa Pan
AgnÃ¨s Varda
Bob Connolly
Ferzan Ozpetek
George Hickenlooper
Bent Hamer
John Turturro
Carlos Saura
Michael Moore
Michael Moore
Tom Dey
Doug Liman
Tom O'Brien
Viggo Mortensen
Luc Bondy
John Lee
Kevin Tancharoen
Laura Steinel
Arthur Dong
Daniel Burman
Werner Herzog
Christian-Jaque
Kyle Newman
Daniel Auteuil
Don Hahn
David Yates
David Yates
Tim Story
Josh Trank
Tim Story
Louis Schwartzberg
Wes Anderson
David Oelhoffen
Thomas Vinterberg
Brad Bernstein
Christian Carion
Ekwa Msangi
Yael Reuveny
BenoÃ®t Jacquot
Kristin Canty
Adewale Akinnuoye-Agbaje
James Moll
Klaus Menzel
Christian Braad Thomsen
Justin Lin
Amos Kollek
Richard Linklater
Justin Lin
David Leitch
Jonathan Hock
George Tillman Jr
Joel Zwick
Catherine Breillat
Ash Christian
Peter Sullivan
Lajos Koltai
Aleksandr Sokurov
Lawrence Sher
Trent Cooper
Catrin Einhorn
Paul Weitz
Gabriele Muccino
Drew Xanthopoulos
Philippe Faucon
Marco Pontecorvo
Eshom Nelms
Janet Tobias
Aleksandr Sokurov
Jeff Zimbalist
Hal Hartley
Jessica Beshir
Alain Corneau
Leigh Janiak
Leigh Janiak
Nicolas Winding Refn
William Malone
Ronny Yu
Robert Benton
Robert Tinnell
Alejandro Chomski
Arthur Jones
Alain Gomis
Maxime Giroux
Damian Pettigrew
Ric Roman Waugh
Matthew Saville
Jason Banker
Brian De Palma
Denzel Washington
Carlos Saldanha
Christopher Felver
Bob Smeaton
Henry Jaglom
Shundell Prasad
Alex Winter
Claudia Llosa
Bobby Farrelly
Max Lewkowicz
Estela Bravo
Andrew Currie
Griffin Dunne
Kari Skogland
Gulshat Omarova
James Foley
Michael Tiddes
Sam Taylor-Johnson
Amir Bar-Lev
Dito Montiel
Terry Sanders
Stephen Merchant
Michael Tucker
Rama Burshtein
Michael D. Olmos
James Westby
Jean-Luc Godard
Tony Zierra
Jon S. Baird
Campbell Scott
Luke Holland
James Wong
David R. Ellis
James Wong
Steven Quale
Hironobu Sakaguchi
Stanley Tucci
Scott Mann
Miguel Sapochnik
Sidney Lumet
Bryan Carberry
Peter Tolan
Julie Davis
Andrew Stanton
Paula Heil Fisher
Alex Gibney
Gus Van Sant
Patrick Takaya Solomon
Andrew Stanton
Marc Forster
Jude Weng
Ryan Suffern
Mark Steven Johnson
Charlie Siskel
Brian Baugh
Richard Loncraine
Justin Lin
Dylan Mohan Gray
Oliver Laxe
Clive Oppenheimer
Jasmin Mozaffari
Chris Bradley
Will Gluck
Jawed Wassel
Dennis Lee
Todd Holland
Richard Loncraine
Akiyuki Shinbo
Asghar Farhadi
Darren Knapp
Forest Whitaker
Kemp Curly
Steven C. Miller
Matteo Garrone
Takashi Miike
Damien Chazelle
Olivia Newman
Christopher Menaul
Bess Kargman
Paul Schrader
David E. Talbert
Angelina Jolie
Andrea Arnold
Brian Austin Green
Chris Foggin
Cutter Hodierne
Richie Keen
Alan Brown
Justin Baldoni
Oliver Hirschbiegel
Maris Curran
Keith Miller
Sean Penn
Michael Lehmann
Ole Christian Madsen
Carlos Saura
Jeff Lipsky
Marc Abraham
Niels Arden Oplev
Krishna D.K.
Michael Radford
Jonas Poher Rasmussen
Chi Yin
Michael Mayer
Robert Zemeckis
Hsiao-hsien Hou
Robert Schwentke
Rob Reiner
Lena Khan
Irena Salina
Max Winkler
Jon GaraÃ±o
David Bowers
Janet Grillo
Ben Stassen
Tony Bill
Rob Minkoff
Neal Slavin
Glenn Ficarra
Jeff Grace
Ari Daniel Pinchot
Ralph Arlyck
Jean-Paul Jaud
Robert Kenner
Ventura Pons
Andy Tennant
Craig Brewer
Joseph Cedar
Kostia Testut
Steven Peros
Jamie Travis
Diane Kurys
Jeremy S. Levine
Tyler Perry
So Yong Kim
Dean Wright
Charlie Paul
Edward Watts
Daniel G. Karslake
Adam Nimoy
Bingham Bryant
Paul Wright
Ruben Ãstlund
Michael Polish
James Mangold
Dan Wolman
Ryan Little
Samir
Nicholas Stoller
Bob Hercules
Lee Fulkerson
Adam Kane
Ronny Yu
Jon Cassar
Claudia Myers
Charles Rogers
Ira Sachs
John Singleton
Seth Gordon
Rodrigo GarcÃ­a
Jamie Roberts
Andy De Emmony
Christopher Morris
Antony Cordier
Dan Sallitt
Bennett Miller
Samuel Maoz
Gregory Hoblit
Bill Paxton
Don Argott
Bruno Dumont
Noah Baumbach
Brian M. Cassidy
Chatrichalerm Yukol
Aleksandr Sokurov
Lenny Abrahamson
Matthew M. Ross
Richard Raaphorst
Tim Burton
Geoffrey Sax
Michael Pressman
FranÃ§ois Ozon
Yilmaz Arslan
Trudie Styler
Mary Kuryla
Alex Gibney
Christopher B. Landon
Mark Waters
David Dobkin
Richard Ledes
Tom Green
Ronny Yu
Shola Lynch
Ash Brannon
Ben Wheatley
Shawn Levy
IsmaÃ«l Ferroukhi
Barbara Albert
Shana Betz
Elizabeth Chai Vasarhelyi
Gary Ross
Amos Gitai
Peter Cousens
Richard LaGravenese
Joe Roth
Peter Sollett
Kate McLean
Kevin Fitzgerald
Takashi Ishii
Azazel Jacobs
Gregory Hoblit
Sacha Jenkins
Julie Taymor
Marcus Raboy
Claire Denis
Peter Berg
Marcus Nispel
Simon Verhoeven
Sarah Smick
Kristen Coury
Will Gluck
Jennifer Westfeldt
Nicole Holofcener
Craig Gillespie
Albert Hughes
Robert Iscove
Matthew Newton
Barry Strugatz
Pierre Morel
Angel Gracia
Constantine Giannaris
Nicole Garcia
Goro Miyazaki
Ray Yeung
Michael Berry
Caroline Suh
Ron Howard
Adam Green
Chris Buck
Chris Buck
Courtney Hunt
Ryan Coogler
Steve Anderson
Jeremy Podeswa
Jesse Moss
Steven Soderbergh
David Munro
Christian Charles
Kazuya Murata
Alethea Jones
Josh Schwartz
Dean Parisot
Deepa Mehta
Tim Sutton
Michael Haneke
Andrew Bujalski
Judd Apatow
Steven Shainberg
James Wan
David Ayer
Chris Smith
Christopher Scott Cherot
Hoyt Yeatman
Lou Howe
Fellipe Barbosa
Patrice ChÃ©reau
Louise Archambault
Chris Moukarbel
Jaco Bouwer
Joann Sfar
MÃ©lanie Laurent
Michael Hoffman
John Francis Daley
Vikram Jayanti
Brian Taylor
Abdel Kechiche
Martin Scorsese
Anurag Kashyap
Paul McGuigan
Ruben Fleischer
Ralph Ziman
Alex Proyas
Edmon Roch
Jason Freeland
Zach Braff
Peter Hewitt
Tim Hill
Michele Maher
Sasha Waters Freyer
Monica Stambrini
Susan Seidelman
Edouard Deluc
David Charles Rodrigues
Jonathan Lisecki
James Longley
Darren Stein
Ang Lee
Anne Fontaine
Philippe Lesage
Vlad Yudin
Victor Ginzburg
Mark Mann
Philipp Kadelbach
Lauren Greenfield
Claude Nuridsany
Michael Grandage
MichÃ¨le Hozer
Jared Hess
David Gordon Green
Christoph Waltz
Garry Marshall
Dean Devlin
Mike Flanagan
Corinna Belz
Bruce La Bruce
Jeff Reichert
Stephen T. Kay
Ninian Doff
Etan Cohen
Nicholas Stoller
Aaron Schneider
Daniel DiMauro
Jordan Peele
Tommy O'Haver
Jim Sheridan
Ronit Elkabetz
E. Raymond Brown
Jim Jarmusch
Mamoru Oshii
Rupert Sanders
Brian Taylor
Olivier Dahan
Steve Beck
Andy Nyman
Ben Peyser
David Koepp
Denis CÃ´tÃ©
Terry Zwigoff
John Maringouin
Paul Feig
Jason Reitman
Christopher Herrmann
